,Code,Content,Values
2454,4000W-4011-GEOBL1,"Dwellings: Size of private household - Type of private
household - Type of use of the dwelling - Year of
construction (decades)",40320
2455,4000W-4011-GEODL1,"Dwellings: Size of private household - Type of private
household - Type of use of the dwelling - Year of
construction (decades)",2520
2456,4000W-4012-GEOBL1,"Dwellings: Type of private household - Type of use of the
dwelling - Floor area of the dwelling (10m² intervals) -
Type of building/Dwellings in a building",51840
2457,4000W-4012-GEODL1,"Dwellings: Type of private household - Type of use of the
dwelling - Floor area of the dwelling (10m² intervals) -
Type of building/Dwellings in a building",3240
2458,4000W-4012-GEOLK1,"Dwellings: Type of private household - Type of use of the
dwelling - Floor area of the dwelling (10m² intervals) -
Type of building/Dwellings in a building",1334880
2459,4000W-4012-GEORB1,"Dwellings: Type of private household - Type of use of the
dwelling - Floor area of the dwelling (10m² intervals) -
Type of building/Dwellings in a building",116640
2460,4000W-4013-GEOBL1,"Dwellings: Type of private household - Type of use of the
dwelling/Floor area of the dwelling (10m² intervals) -
Dwellings in a building - Type of building",17280
2461,4000W-4013-GEODL1,"Dwellings: Type of private household - Type of use of the
dwelling/Floor area of the dwelling (10m² intervals) -
Dwellings in a building - Type of building",1080
2462,4000W-4013-GEOLK1,"Dwellings: Type of private household - Type of use of the
dwelling/Floor area of the dwelling (10m² intervals) -
Dwellings in a building - Type of building",444960
2463,4000W-4013-GEORB1,"Dwellings: Type of private household - Type of use of the
dwelling/Floor area of the dwelling (10m² intervals) -
Dwellings in a building - Type of building",38880
2464,4000W-5001-GEOBL1,"Dwellings: Type of use of the dwelling - Equipment in
dwelling - Rooms - Year of construction (Two-decade period)
- Type of building",153600
2465,4000W-5001-GEODL1,"Dwellings: Type of use of the dwelling - Equipment in
dwelling - Rooms - Year of construction (Two-decade period)
- Type of building",9600
2466,4000W-5001-GEORB1,"Dwellings: Type of use of the dwelling - Equipment in
dwelling - Rooms - Year of construction (Two-decade period)
- Type of building",345600
2467,4000W-5002-GEOBL1,"Dwellings: Type of use of the dwelling - Floor area (10m²
intervals) - Equipment/Rooms/Year of
construction (microcensus classes) - Dwellings in a building
- Type of building",414720
2468,4000W-5002-GEODL1,"Dwellings: Type of use of the dwelling - Floor area (10m²
intervals) - Equipment/Rooms/Year of
construction (microcensus classes) - Dwellings in a building
- Type of building",25920
2469,4000W-5002-GEORB1,"Dwellings: Type of use of the dwelling - Floor area (10m²
intervals) - Equipment/Rooms/Year of
construction (microcensus classes) - Dwellings in a building
- Type of building",933120
2470,4000W-5003-GEOBL1,"Dwellings: Size of private household - Type of use of the
dwelling - Equipment in dwelling/Rooms/Dwellings in a
building - Floor area (20m² intervals) - Type of building",295680
2471,4000W-5003-GEODL1,"Dwellings: Size of private household - Type of use of the
dwelling - Equipment in dwelling/Rooms/Dwellings in a
building - Floor area (20m² intervals) - Type of building",18480
2472,4000W-5003-GEORB1,"Dwellings: Size of private household - Type of use of the
dwelling - Equipment in dwelling/Rooms/Dwellings in a
building - Floor area (20m² intervals) - Type of building",665280
2473,4000W-5004-GEOBL1,"Dwellings: Type of private household - Type of use of the
dwelling - Floor area of the dwelling (10m² intervals) -
Dwellings in a building - Type of building",497664
2474,4000W-5004-GEODL1,"Dwellings: Type of private household - Type of use of the
dwelling - Floor area of the dwelling (10m² intervals) -
Dwellings in a building - Type of building",31104
2475,4000W-5004-GEORB1,"Dwellings: Type of private household - Type of use of the
dwelling - Floor area of the dwelling (10m² intervals) -
Dwellings in a building - Type of building",1119744
2476,4000X-0001-GEOBL1,"Key Figures for dwellings (vacancy rate and ownership
ratio)",32
2477,4000X-0001-GEODL1,"Key Figures for dwellings (vacancy rate and ownership
ratio)",2
2478,4000X-0001-GEOGM1,"Key Figures for dwellings (vacancy rate and ownership
ratio)",22680
2479,4000X-0001-GEOLK1,"Key Figures for dwellings (vacancy rate and ownership
ratio)",824
2480,4000X-0001-GEORB1,"Key Figures for dwellings (vacancy rate and ownership
ratio)",72
2481,4000X-0001-GEOVB1,"Key Figures for dwellings (vacancy rate and ownership
ratio)",2666
2482,4000X-2002-GEOBL1,"Dwellings: Type of use/Equipment/Type of building/Year of
construction (microcensus classes)/Rooms/Dwellings in a
building - Floor area (10m² intervals)",2304
2483,4000X-2002-GEODL1,"Dwellings: Type of use/Equipment/Type of building/Year of
construction (microcensus classes)/Rooms/Dwellings in a
building - Floor area (10m² intervals)",144
2484,4000X-2002-GEOLK1,"Dwellings: Type of use/Equipment/Type of building/Year of
construction (microcensus classes)/Rooms/Dwellings in a
building - Floor area (10m² intervals)",59328
2485,4000X-2002-GEORB1,"Dwellings: Type of use/Equipment/Type of building/Year of
construction (microcensus classes)/Rooms/Dwellings in a
building - Floor area (10m² intervals)",5184
2486,4000X-2003-GEOBL1,"Dwellings: Equipment/Ownership of the dwelling/Floor area
(20m² intervals)/Rooms - Type of building/Year of
construction (microcensus classes)",640
2487,4000X-2003-GEODL1,"Dwellings: Equipment/Ownership of the dwelling/Floor area
(20m² intervals)/Rooms - Type of building/Year of
construction (microcensus classes)",40
2488,4000X-2003-GEOGM1,"Dwellings: Equipment/Ownership of the dwelling/Floor area
(20m² intervals)/Rooms - Type of building/Year of
construction (microcensus classes)",453600
2489,4000X-2003-GEOLK1,"Dwellings: Equipment/Ownership of the dwelling/Floor area
(20m² intervals)/Rooms - Type of building/Year of
construction (microcensus classes)",16480
2490,4000X-2003-GEORB1,"Dwellings: Equipment/Ownership of the dwelling/Floor area
(20m² intervals)/Rooms - Type of building/Year of
construction (microcensus classes)",1440
2491,4000X-2003-GEOVB1,"Dwellings: Equipment/Ownership of the dwelling/Floor area
(20m² intervals)/Rooms - Type of building/Year of
construction (microcensus classes)",53320
2492,5000H-1001-GEOBL1,Households: Type of building,256
2493,5000H-1001-GEODL1,Households: Type of building,16
2494,5000H-1001-GEOGM2,Households: Type of building,25184
2495,5000H-1001-GEOLK1,Households: Type of building,6592
2496,5000H-1001-GEORB1,Households: Type of building,576
2497,5000H-1001-GEOVB3,Households: Type of building,2512
2498,5000H-1002-GEOBL1,Households: Year of construction (Two-decade period),160
2499,5000H-1002-GEODL1,"Households: Senior citizen status of a private household (in
detail)",12
2500,5000H-1002-GEOGM2,Households: Year of construction (Two-decade period),15740
2501,5000H-1002-GEOGM4,"Households: Senior citizen status of a private household (in
detail)",129432
2502,5000H-1002-GEOLK1,Households: Year of construction (Two-decade period),4120
2503,5000H-1002-GEOLK4,"Households: Senior citizen status of a private household (in
detail)",4800
2504,5000H-1002-GEORB1,Households: Year of construction (Two-decade period),360
2505,5000H-1002-GEOVB3,Households: Year of construction (Two-decade period),1570
2506,5000H-1003-GEOBL1,"Households: Senior citizen status of a private household (in
detail)",576
2507,5000H-1003-GEODL1,"Households: Senior citizen status of a private household (in
detail)",36
2508,5000H-1003-GEOGM1,Households: Ownership of the building,204120
2509,5000H-1003-GEOGM4,"Households: Senior citizen status of a private household (in
detail)",388296
2510,5000H-1003-GEOLK1,Households: Ownership of the building,7416
2511,5000H-1003-GEOLK4,"Households: Senior citizen status of a private household (in
detail)",14400
2512,5000H-1003-GEORB1,"Households: Senior citizen status of a private household (in
detail)",1296
2513,5000H-1003-GEOVB1,Households: Ownership of the building,23994
2514,5000H-1003-GEOVB4,"Households: Senior citizen status of a private household (in
detail)",43452
2515,5000H-1004-GEOBL1,Households: Type of private household,384
2516,5000H-1004-GEODL1,Households: Type of private household,24
2517,5000H-1004-GEOGM1,Households: Size of private household,158760
2518,5000H-1004-GEOGM4,Households: Type of private household,258864
2519,5000H-1004-GEOLK1,Households: Size of private household,5768
2520,5000H-1004-GEOLK4,Households: Type of private household,9600
2521,5000H-1004-GEORB1,Households: Type of private household,864
2522,5000H-1004-GEOVB1,Households: Size of private household,18662
2523,5000H-1004-GEOVB4,Households: Type of private household,28968
2524,5000H-1005-GEOBL1,Households: Type of heating,224
2525,5000H-1005-GEODL1,Households: Type of heating,14
2526,5000H-1005-GEOGM1,Households: Type of heating,158760
2527,5000H-1005-GEOLK1,Households: Type of heating,5768
2528,5000H-1005-GEORB1,Households: Type of heating,504
2529,5000H-1005-GEOVB1,Households: Type of heating,18662
2530,5000H-1006-GEOBL1,Households: Senior citizen status of a private household,128
2531,5000H-1006-GEODL1,Households: Senior citizen status of a private household,8
2532,5000H-1006-GEOGM1,Households: Senior citizen status of a private household,90720
2533,5000H-1006-GEOLK1,Households: Senior citizen status of a private household,3296
2534,5000H-1006-GEORB1,Households: Senior citizen status of a private household,288
2535,5000H-1006-GEOVB1,Households: Senior citizen status of a private household,10664
2536,5000H-1007-GEOBL1,Households: Type of private household (by family),192
2537,5000H-1007-GEODL1,Households: Type of private household (by family),12
2538,5000H-1007-GEOGM1,Households: Type of private household (by family),136080
2539,5000H-1007-GEOLK1,Households: Type of private household (by family),4944
2540,5000H-1007-GEORB1,Households: Type of private household (by family),432
2541,5000H-1007-GEOVB1,Households: Type of private household (by family),15996
2542,5000H-1008-GEOBL1,"Households: Type of private household (by living
arrangement)",256
2543,5000H-1008-GEODL1,"Households: Type of private household (by living
arrangement)",16
2544,5000H-1008-GEOGM1,"Households: Type of private household (by living
arrangement)",181440
2545,5000H-1008-GEOLK1,"Households: Type of private household (by living
arrangement)",6592
2546,5000H-1008-GEORB1,"Households: Type of private household (by living
arrangement)",576
2547,5000H-1008-GEOVB1,"Households: Type of private household (by living
arrangement)",21328
2548,5000H-1009-GEOBL1,Households: Equipment in dwelling,160
2549,5000H-1009-GEODL1,Households: Equipment in dwelling,10
2550,5000H-1009-GEOGM1,Households: Equipment in dwelling,113400
2551,5000H-1009-GEOLK1,Households: Equipment in dwelling,4120
2552,5000H-1009-GEORB1,Households: Equipment in dwelling,360
2553,5000H-1009-GEOVB1,Households: Equipment in dwelling,13330
2554,5000H-1010-GEOBL1,Households: Floor area of the dwelling (20m² intervals),352
2555,5000H-1010-GEODL1,Households: Floor area of the dwelling (20m² intervals),22
2556,5000H-1010-GEOGM1,Households: Floor area of the dwelling (20m² intervals),249480
2557,5000H-1010-GEOLK1,Households: Floor area of the dwelling (20m² intervals),9064
2558,5000H-1010-GEORB1,Households: Floor area of the dwelling (20m² intervals),792
2559,5000H-1010-GEOVB1,Households: Floor area of the dwelling (20m² intervals),29326
2560,5000H-1011-GEOBL1,Households: Rooms,256
2561,5000H-1011-GEODL1,Households: Rooms,16
2562,5000H-1011-GEOGM1,Households: Rooms,181440
2563,5000H-1011-GEOLK1,Households: Rooms,6592
2564,5000H-1011-GEORB1,Households: Rooms,576
2565,5000H-1011-GEOVB1,Households: Rooms,21328
2566,5000H-1012-GEOBL1,Households: Type of use of dwelling,192
2567,5000H-1012-GEODL1,Households: Type of use of dwelling,12
2568,5000H-1012-GEOGM1,Households: Type of use of dwelling,136080
2569,5000H-1012-GEOLK1,Households: Type of use of dwelling,4944
2570,5000H-1012-GEORB1,Households: Type of use of dwelling,432
2571,5000H-1012-GEOVB1,Households: Type of use of dwelling,15996
2572,5000H-1018-GEOBL1,Households: Type of the building (size),352
2573,5000H-1018-GEODL1,Households: Type of the building (size),22
2574,5000H-1018-GEOGM4,Households: Type of the building (size),237292
2575,5000H-1018-GEOLK4,Households: Type of the building (size),8800
2576,5000H-1018-GEORB1,Households: Type of the building (size),792
2577,5000H-1018-GEOVB4,Households: Type of the building (size),26554
2578,5000H-1022-GEODL1,Households: Type of use of dwelling,10
2579,5000H-1022-GEOGM4,Households: Type of use of dwelling,107860
2580,5000H-1022-GEOLK4,Households: Type of use of dwelling,4000
2581,5000H-2001-GEOBL1,"Households: Size of private household - Type of
building/Year of construction (Two-decade period)",896
2582,5000H-2001-GEODL1,"Households: Size of private household - Type of
building/Year of construction (Two-decade period)",56
2583,5000H-2001-GEOGM2,"Households: Size of private household - Type of
building/Year of construction (Two-decade period)",88144
2584,5000H-2001-GEOLK1,"Households: Size of private household - Type of
building/Year of construction (Two-decade period)",23072
2585,5000H-2001-GEORB1,"Households: Size of private household - Type of
building/Year of construction (Two-decade period)",2016
2586,5000H-2001-GEOVB3,"Households: Size of private household - Type of
building/Year of construction (Two-decade period)",8792
2587,5000H-2002-GEOBL1,"Households: Type of private household (by family) - Type of
building",768
2588,5000H-2002-GEODL1,"Households: Type of private household (by family) - Type of
building",48
2589,5000H-2002-GEOGM2,"Households: Type of private household (by family) - Type of
building",75552
2590,5000H-2002-GEOLK1,"Households: Type of private household (by family) - Type of
building",19776
2591,5000H-2002-GEORB1,"Households: Type of private household (by family) - Type of
building",1728
2592,5000H-2002-GEOVB3,"Households: Type of private household (by family) - Type of
building",7536
2593,5000H-2003-GEOBL1,"Households: Type of private household (by family) - Size of
private household",672
2594,5000H-2003-GEODL1,"Households: Type of private household (by family) - Size of
private household",42
2595,5000H-2003-GEOGM1,"Households: Type of private household (by family) - Size of
private household",476280
2596,5000H-2003-GEOLK1,"Households: Type of private household (by family) - Size of
private household",17304
2597,5000H-2003-GEORB1,"Households: Type of private household (by family) - Size of
private household",1512
2598,5000H-2003-GEOVB1,"Households: Type of private household (by family) - Size of
private household",55986
2599,5000H-2004-GEOBL1,Households: Ownership of the building - Type of heating,1008
2600,5000H-2004-GEODL1,Households: Ownership of the building - Type of heating,63
2601,5000H-2004-GEOGM1,Households: Ownership of the building - Type of heating,714420
2602,5000H-2004-GEOLK1,Households: Ownership of the building - Type of heating,25956
2603,5000H-2004-GEORB1,Households: Ownership of the building - Type of heating,2268
2604,5000H-2004-GEOVB1,Households: Ownership of the building - Type of heating,83979
2605,5000H-2005-GEOBL1,"Households: Size of private household - Equipment in
dwelling/Floor area of the dwelling (20m² intervals)/Rooms",560
2606,5000H-2005-GEODL1,"Households: Size of private household - Equipment in
dwelling/Floor area of the dwelling (20m² intervals)/Rooms",35
2607,5000H-2005-GEOGM1,"Households: Size of private household - Equipment in
dwelling/Floor area of the dwelling (20m² intervals)/Rooms",396900
2608,5000H-2005-GEOLK1,"Households: Size of private household - Equipment in
dwelling/Floor area of the dwelling (20m² intervals)/Rooms",14420
2609,5000H-2005-GEORB1,"Households: Size of private household - Equipment in
dwelling/Floor area of the dwelling (20m² intervals)/Rooms",1260
2610,5000H-2005-GEOVB1,"Households: Size of private household - Equipment in
dwelling/Floor area of the dwelling (20m² intervals)/Rooms",46655
2611,5000H-2006-GEOBL1,"Households: Senior citizen status of a private household -
Floor area of the dwelling (20m² intervals)/Rooms",704
2612,5000H-2006-GEODL1,"Households: Senior citizen status of a private household -
Floor area of the dwelling (20m² intervals)/Rooms",44
2613,5000H-2006-GEOGM1,"Households: Senior citizen status of a private household -
Floor area of the dwelling (20m² intervals)/Rooms",498960
2614,5000H-2006-GEOLK1,"Households: Senior citizen status of a private household -
Floor area of the dwelling (20m² intervals)/Rooms",18128
2615,5000H-2006-GEORB1,"Households: Senior citizen status of a private household -
Floor area of the dwelling (20m² intervals)/Rooms",1584
2616,5000H-2006-GEOVB1,"Households: Senior citizen status of a private household -
Floor area of the dwelling (20m² intervals)/Rooms",58652
2617,5000H-2007-GEOBL1,"Households: Type of private household (by family) -
Equipment in dwelling/Floor area of the dwelling (20m²
intervals)/Rooms",480
2618,5000H-2007-GEODL1,"Households: Type of private household (by family) -
Equipment in dwelling/Floor area of the dwelling (20m²
intervals)/Rooms",30
2619,5000H-2007-GEOGM1,"Households: Type of private household (by family) -
Equipment in dwelling/Floor area of the dwelling (20m²
intervals)/Rooms",340200
2620,5000H-2007-GEOLK1,"Households: Type of private household (by family) -
Equipment in dwelling/Floor area of the dwelling (20m²
intervals)/Rooms",12360
2621,5000H-2007-GEORB1,"Households: Type of private household (by family) -
Equipment in dwelling/Floor area of the dwelling (20m²
intervals)/Rooms",1080
2622,5000H-2007-GEOVB1,"Households: Type of private household (by family) -
Equipment in dwelling/Floor area of the dwelling (20m²
intervals)/Rooms",39990
2623,5000H-2008-GEOBL1,"Households: Rooms - Equipment in dwelling/Floor
area of the dwelling (20m² intervals)",640
2624,5000H-2008-GEODL1,"Households: Rooms - Equipment in dwelling/Floor
area of the dwelling (20m² intervals)",40
2625,5000H-2008-GEOGM1,"Households: Rooms - Equipment in dwelling/Floor
area of the dwelling (20m² intervals)",453600
2626,5000H-2008-GEOLK1,"Households: Rooms - Equipment in dwelling/Floor
area of the dwelling (20m² intervals)",16480
2627,5000H-2008-GEORB1,"Households: Rooms - Equipment in dwelling/Floor
area of the dwelling (20m² intervals)",1440
2628,5000H-2008-GEOVB1,"Households: Rooms - Equipment in dwelling/Floor
area of the dwelling (20m² intervals)",53320
2629,5000H-2009-GEOBL1,"Households: Floor area of the dwelling (20m² intervals) -
Type of building",1408
2630,5000H-2009-GEODL1,"Households: Floor area of the dwelling (20m² intervals) -
Type of building",88
2631,5000H-2009-GEOGM2,"Households: Floor area of the dwelling (20m² intervals) -
Type of building",138512
2632,5000H-2009-GEOLK1,"Households: Floor area of the dwelling (20m² intervals) -
Type of building",36256
2633,5000H-2009-GEORB1,"Households: Floor area of the dwelling (20m² intervals) -
Type of building",3168
2634,5000H-2009-GEOVB3,"Households: Floor area of the dwelling (20m² intervals) -
Type of building",13816
2635,5000H-2010-GEOBL1,"Households: Type of use of dwelling - Type of building/Floor
area of the dwelling (20m² intervals)",768
2636,5000H-2010-GEODL1,"Households: Type of use of dwelling - Type of building/Floor
area of the dwelling (20m² intervals)",48
2637,5000H-2010-GEOGM2,"Households: Type of use of dwelling - Type of building/Floor
area of the dwelling (20m² intervals)",75552
2638,5000H-2010-GEOLK1,"Households: Type of use of dwelling - Type of building/Floor
area of the dwelling (20m² intervals)",19776
2639,5000H-2010-GEORB1,"Households: Type of use of dwelling - Type of building/Floor
area of the dwelling (20m² intervals)",1728
2640,5000H-2010-GEOVB3,"Households: Type of use of dwelling - Type of building/Floor
area of the dwelling (20m² intervals)",7536
2641,5000H-2011-GEOBL1,"Households: Type of use of dwelling - Size of private
household/Senior citizen status of a private household/Type
of private household (by family)",672
2642,5000H-2011-GEODL1,"Households: Type of use of dwelling - Size of private
household/Senior citizen status of a private household/Type
of private household (by family)",42
2643,5000H-2011-GEOGM1,"Households: Type of use of dwelling - Size of private
household/Senior citizen status of a private household/Type
of private household (by family)",476280
2644,5000H-2011-GEOLK1,"Households: Type of use of dwelling - Size of private
household/Senior citizen status of a private household/Type
of private household (by family)",17304
2645,5000H-2011-GEORB1,"Households: Type of use of dwelling - Size of private
household/Senior citizen status of a private household/Type
of private household (by family)",1512
2646,5000H-2011-GEOVB1,"Households: Type of use of dwelling - Size of private
household/Senior citizen status of a private household/Type
of private household (by family)",55986
2647,5000H-3001-GEOBL1,"Households: Size of private household - Type of private
household (by family) - Type of building",5376
2648,5000H-3001-GEODL1,"Households: Size of private household - Type of private
household (by family) - Type of building",336
2649,5000H-3001-GEOGM2,"Households: Size of private household - Type of private
household (by family) - Type of building",528864
2650,5000H-3001-GEOLK1,"Households: Size of private household - Type of private
household (by family) - Type of building",138432
2651,5000H-3001-GEORB1,"Households: Size of private household - Type of private
household (by family) - Type of building",12096
2652,5000H-3001-GEOVB3,"Households: Size of private household - Type of private
household (by family) - Type of building",52752
2653,5000H-3002-GEOBL1,"Households: Size of private household - Type of private
household (by family) - Equipment in dwelling",3360
2654,5000H-3002-GEODL1,"Households: Size of private household - Type of private
household (by family) - Equipment in dwelling",210
2655,5000H-3002-GEOLK1,"Households: Size of private household - Type of private
household (by family) - Equipment in dwelling",86520
2656,5000H-3002-GEORB1,"Households: Size of private household - Type of private
household (by family) - Equipment in dwelling",7560
2657,5000H-3002-GEOVB1,"Households: Size of private household - Type of private
household (by family) - Equipment in dwelling",279930
2658,5000H-3003-GEOBL1,"Households: Senior citizen status of a private household -
Floor area of the dwelling (20m² intervals) - Rooms",5632
2659,5000H-3003-GEODL1,"Households: Senior citizen status of a private household -
Floor area of the dwelling (20m² intervals) - Rooms",352
2660,5000H-3003-GEOLK1,"Households: Senior citizen status of a private household -
Floor area of the dwelling (20m² intervals) - Rooms",145024
2661,5000H-3003-GEORB1,"Households: Senior citizen status of a private household -
Floor area of the dwelling (20m² intervals) - Rooms",12672
2662,5000H-3003-GEOVB1,"Households: Senior citizen status of a private household -
Floor area of the dwelling (20m² intervals) - Rooms",469216
2663,5000H-3004-GEOBL1,"Households: Type of private household (by family) - Floor
area of the dwelling (20m² intervals) - Type of building",8448
2664,5000H-3004-GEODL1,"Households: Type of private household (by family) - Floor
area of the dwelling (20m² intervals) - Type of building",528
2665,5000H-3004-GEOGM2,"Households: Type of private household (by family) - Floor
area of the dwelling (20m² intervals) - Type of building",831072
2666,5000H-3004-GEOLK1,"Households: Type of private household (by family) - Floor
area of the dwelling (20m² intervals) - Type of building",217536
2667,5000H-3004-GEORB1,"Households: Type of private household (by family) - Floor
area of the dwelling (20m² intervals) - Type of building",19008
2668,5000H-3004-GEOVB3,"Households: Type of private household (by family) - Floor
area of the dwelling (20m² intervals) - Type of building",82896
2669,5000H-3005-GEOBL1,"Households: Type of use of dwelling - Size of private
household - Type of private household (by family)",4032
2670,5000H-3005-GEODL1,"Households: Type of use of dwelling - Size of private
household - Type of private household (by family)",252
2671,5000H-3005-GEOLK1,"Households: Type of use of dwelling - Size of private
household - Type of private household (by family)",103824
2672,5000H-3005-GEORB1,"Households: Type of use of dwelling - Size of private
household - Type of private household (by family)",9072
2673,5000H-3005-GEOVB1,"Households: Type of use of dwelling - Size of private
household - Type of private household (by family)",335916
2674,5000H-3006-GEOBL1,"Households: Type of use of dwelling - Type of private
household (by family) - Floor area of the dwelling (20m²
intervals)",6336
2675,5000H-3006-GEODL1,"Households: Type of use of dwelling - Type of private
household (by family) - Floor area of the dwelling (20m²
intervals)",396
2676,5000H-3006-GEOGM2,"Households: Type of use of dwelling - Type of private
household (by family) - Floor area of the dwelling (20m²
intervals)",623304
2677,5000H-3006-GEOLK1,"Households: Type of use of dwelling - Type of private
household (by family) - Floor area of the dwelling (20m²
intervals)",163152
2678,5000H-3006-GEORB1,"Households: Type of use of dwelling - Type of private
household (by family) - Floor area of the dwelling (20m²
intervals)",14256
2679,5000H-3006-GEOVB3,"Households: Type of use of dwelling - Type of private
household (by family) - Floor area of the dwelling (20m²
intervals)",62172
2680,5000H-3007-GEOBL1,"Households: Type of use of dwelling - Size of private
household/Type of private household (by family)/Floor area
of the dwelling (20m² intervals) - Type of building",5376
2681,5000H-3007-GEODL1,"Households: Type of use of dwelling - Size of private
household/Type of private household (by family)/Floor area
of the dwelling (20m² intervals) - Type of building",336
2682,5000H-3007-GEOGM2,"Households: Type of use of dwelling - Size of private
household/Type of private household (by family)/Floor area
of the dwelling (20m² intervals) - Type of building",528864
2683,5000H-3007-GEOLK1,"Households: Type of use of dwelling - Size of private
household/Type of private household (by family)/Floor area
of the dwelling (20m² intervals) - Type of building",138432
2684,5000H-3007-GEORB1,"Households: Type of use of dwelling - Size of private
household/Type of private household (by family)/Floor area
of the dwelling (20m² intervals) - Type of building",12096
2685,5000H-3007-GEOVB3,"Households: Type of use of dwelling - Size of private
household/Type of private household (by family)/Floor area
of the dwelling (20m² intervals) - Type of building",52752
2686,5000H-4001-GEOBL1,"Households: Type of use of dwelling - Type of private
household (by family) - Size of private household/Floor
area of the dwelling (20m² intervals) - Type of building",32256
2687,5000H-4001-GEODL1,"Households: Type of use of dwelling - Type of private
household (by family) - Size of private household/Floor
area of the dwelling (20m² intervals) - Type of building",2016
2688,5000H-4001-GEOLK1,"Households: Type of use of dwelling - Type of private
household (by family) - Size of private household/Floor
area of the dwelling (20m² intervals) - Type of building",830592
2689,5000H-4001-GEORB1,"Households: Type of use of dwelling - Type of private
household (by family) - Size of private household/Floor
area of the dwelling (20m² intervals) - Type of building",72576
2690,5000H-4001-GEOVB3,"Households: Type of use of dwelling - Type of private
household (by family) - Size of private household/Floor
area of the dwelling (20m² intervals) - Type of building",316512
2691,5000X-1001-GEOBL1,Households: Type of building,0
2692,5000X-1001-GEODL1,Households: Type of building,0
2693,5000X-1001-GEOGM1,Households: Type of building,0
2694,5000X-1001-GEOLK1,Households: Type of building,0
2695,5000X-1001-GEORB1,Households: Type of building,0
2696,5000X-1001-GEOVB1,Households: Type of building,0
2697,5000X-1005-GEOBL1,Households: Type of heating,224
2698,5000X-1005-GEODL1,Households: Type of heating,14
2699,5000X-1005-GEOGM1,Households: Type of heating,158760
2700,5000X-1005-GEOLK1,Households: Type of heating,5768
2701,5000X-1005-GEORB1,Households: Type of heating,504
2702,5000X-1005-GEOVB1,Households: Type of heating,18662
2703,5000X-1011-GEOBL1,Households: Rooms,256
2704,5000X-1011-GEODL1,Households: Rooms,16
2705,5000X-1011-GEOGM1,Households: Rooms,181440
2706,5000X-1011-GEOLK1,Households: Rooms,6592
2707,5000X-1011-GEORB1,Households: Rooms,576
2708,5000X-1011-GEOVB1,Households: Rooms,21328
2709,6000F-1001-GEOBL1,Families: Size of family nucleus,192
2710,6000F-1001-GEODL1,Families: Size of family nucleus,12
2711,6000F-1001-GEOGM4,Families: Size of family nucleus,129432
2712,6000F-1001-GEOLK1,Families: Size of family nucleus,4944
2713,6000F-1001-GEOLK4,Families: Size of family nucleus,4800
2714,6000F-1001-GEORB1,Families: Size of family nucleus,432
2715,6000F-1002-GEOBL1,Families: Type of family nucleus,256
2716,6000F-1002-GEODL1,Families: Type of family nucleus,16
2717,6000F-1002-GEOGM4,Families: Type of family nucleus,172576
2718,6000F-1002-GEOLK1,Families: Type of family nucleus (by family),3296
2719,6000F-1002-GEORB1,Families: Type of family nucleus,576
2720,6000F-1002-GEOVB4,Families: Type of family nucleus,19312
2721,6000F-1003-GEOBL1,Families: Type of family nucleus (by family),128
2722,6000F-1003-GEODL1,Families: Type of family nucleus (by family),8
2723,6000F-1003-GEOGM1,Families: Type of family nucleus (by living arrangement),136080
2724,6000F-1003-GEOGM4,Families: Type of family nucleus (by family),86288
2725,6000F-1003-GEOLK1,Families: Type of family nucleus (by living arrangement),4944
2726,6000F-1003-GEORB1,Families: Type of family nucleus (by family),288
2727,6000F-1003-GEOVB1,Families: Type of family nucleus (by living arrangement),15996
2728,6000F-1003-GEOVB4,Families: Type of family nucleus (by family),9656
2729,6000F-1004-GEOBL1,Families: Type of family nucleus (by living arrangement),192
2730,6000F-1004-GEODL1,Families: Type of family nucleus (by living arrangement),12
2731,6000F-1004-GEOGM1,Families: Size of private household,158760
2732,6000F-1004-GEOGM4,Families: Type of family nucleus (by living arrangement),129432
2733,6000F-1004-GEOLK1,Families: Size of private household,5768
2734,6000F-1004-GEORB1,Families: Type of family nucleus (by living arrangement),432
2735,6000F-1004-GEOVB1,Families: Size of private household,18662
2736,6000F-1004-GEOVB4,Families: Type of family nucleus (by living arrangement),14484
2737,6000F-1005-GEOBL1,Families: Senior citizen status of a private household,128
2738,6000F-1005-GEODL1,Families: Senior citizen status of a private household,8
2739,6000F-1005-GEOGM2,Families: Senior citizen status of a private household,12592
2740,6000F-1005-GEOLK1,Families: Senior citizen status of a private household,3296
2741,6000F-1005-GEORB1,Families: Senior citizen status of a private household,288
2742,6000F-1005-GEOVB3,Families: Senior citizen status of a private household,1256
2743,6000F-1006-GEOBL1,"Families: Senior citizen status of a private household (in
detail)",288
2744,6000F-1006-GEODL1,"Families: Senior citizen status of a private household (in
detail)",18
2745,6000F-1006-GEOGM2,Families: Type of private household (by family),18888
2746,6000F-1006-GEOGM4,"Families: Senior citizen status of a private household (in
detail)",194148
2747,6000F-1006-GEOLK1,Families: Type of private household (by family),4944
2748,6000F-1006-GEOLK4,"Families: Senior citizen status of a private household (in
detail)",4800
2749,6000F-1006-GEORB1,"Families: Senior citizen status of a private household (in
detail)",648
2750,6000F-1006-GEOVB3,Families: Type of private household (by family),1884
2751,6000F-1006-GEOVB4,"Families: Senior citizen status of a private household (in
detail)",21726
2752,6000F-1007-GEOBL1,Families: Equipment in dwelling,160
2753,6000F-1007-GEODL1,Families: Equipment in dwelling,10
