Tabelle: 1000A-0001
Personen: Bevölkerungszahl und Fläche (Gemeinden);;;;;
Bevölkerung kompakt (Gebietsstand 15.05.2022);;;;;;;;
;;;Personen;;Fläche;;Bevölkerungsdichte;
;;;Anzahl;Anzahl;qkm;qkm;Ew/qkm;Ew/qkm
;066350011011;Frankenberg (Eder), Philipp-Soldan-Stadt;17446;e;124,86;e;140;e
;066350012012;Gemünden (Wohra), Stadt;3603;e;58,65;e;61;e
;066350013013;Haina (Kloster);3343;e;91,22;e;37;e
;066350014014;Hatzfeld (Eder), Stadt;2859;e;58,51;e;49;e
;066350015015;Korbach, Hansestadt, Kreisstadt;22558;e;124,11;e;182;e
;066350016016;Lichtenfels, Stadt;4145;e;96,77;e;43;e
;066350017017;Rosenthal, Stadt;2077;e;51,55;e;40;e
;066350018018;Twistetal;4119;e;74,08;e;56;e
;066350019019;Vöhl;5405;e;98,85;e;55;e
;066350020020;Volkmarsen, Stadt;6447;e;67,47;e;96;e
;066350021021;Waldeck, Nationalparkstadt;6908;e;115,70;e;60;e
;066350022022;Willingen (Upland);5841;e;80,26;e;73;e
;066360001001;Bad Sooden-Allendorf, Stadt;8132;e;73,75;e;110;e
;066360002002;Berkatal;1505;e;19,57;e;77;e
;066360003003;Eschwege, Kreisstadt;18984;e;63,26;e;300;e
;066360004004;Großalmerode, Stadt;6175;e;37,59;e;164;e
;066360005005;Herleshausen;2709;e;59,50;e;46;e
;066360006006;Hessisch Lichtenau, Stadt;12132;e;105,72;e;115;e
;066360007007;Meinhard;4370;e;39,62;e;110;e
;066360008008;Meißner;2948;e;44,81;e;66;e
;066360009009;Neu-Eichenberg;1744;e;27,66;e;63;e
;066360010010;Ringgau;2903;e;66,81;e;43;e
;066360011011;Sontra, Stadt;7494;e;111,28;e;67;e
;066360012012;Waldkappel, Stadt;4167;e;96,53;e;43;e
;066360013013;Wanfried, Stadt;4040;e;46,88;e;86;e
;066360014014;Wehretal;4991;e;39,20;e;127;e
;066360015015;Weißenborn (Landkreis Werra-Meißner-Kreis);965;e;15,56;e;62;e
;066360016016;Witzenhausen, Stadt;15162;e;126,78;e;120;e
;071110000000;Koblenz, Stadt;112963;e;105,25;e;1073;e
;071310007007;Bad Neuenahr-Ahrweiler, Stadt;25930;e;63,39;e;409;e
;071310070070;Remagen, Stadt;17719;e;33,21;e;534;e
;071310077077;Sinzig, Stadt;17272;e;41,10;e;420;e
;071310090090;Grafschaft;11067;e;57,60;e;192;e
;071315001001;Adenau, Stadt;3078;e;18,56;e;166;e
;071315001004;Antweiler;487;e;4,46;e;109;e
;071315001005;Aremberg;211;e;9,61;e;22;e
;071315001008;Barweiler;388;e;8,52;e;46;e
;071315001009;Bauler (Landkreis Ahrweiler);55;e;2,33;e;24;e
;071315001015;Dankerath;72;e;3,26;e;22;e
;071315001018;Dorsel;180;e;7,20;e;25;e
;071315001021;Eichenbach;68;e;5,02;e;14;e
;071315001022;Fuchshofen;93;e;2,84;e;33;e
;071315001026;Harscheid;139;e;3,13;e;44;e
;071315001028;Herschbroich;278;e;7,27;e;38;e
;071315001030;Hoffeld (Landkreis Ahrweiler);308;e;5,15;e;60;e
;071315001032;Honerath;166;e;2,01;e;83;e
;071315001033;Hümmel;500;e;15,84;e;32;e
;071315001034;Insul;432;e;5,01;e;86;e
;071315001037;Kaltenborn;349;e;21,82;e;16;e
;071315001042;Kottenborn;177;e;3,78;e;47;e
;071315001044;Leimbach (Landkreis Ahrweiler);445;e;15,64;e;28;e
;071315001050;Meuspath;164;e;3,06;e;54;e
;071315001051;Müllenbach (Landkreis Ahrweiler);514;e;8,02;e;64;e
;071315001052;Müsch;194;e;3,81;e;51;e
;071315001058;Nürburg;188;e;3,63;e;52;e
;071315001062;Ohlenhard;139;e;5,01;e;28;e
;071315001065;Pomster;152;e;5,81;e;26;e
;071315001066;Quiddelbach;259;e;4,43;e;58;e
;071315001069;Reifferscheid;500;e;14,24;e;35;e
;071315001072;Rodder;242;e;6,38;e;38;e
;071315001074;Schuld;607;e;5,93;e;102;e
;071315001075;Senscheid;85;e;4,27;e;20;e
;071315001076;Sierscheid;88;e;2,35;e;37;e
;071315001079;Trierscheid;78;e;4,11;e;19;e
;071315001082;Wershofen;935;e;14,36;e;65;e
;071315001083;Wiesemscheid;258;e;5,60;e;46;e
;071315001084;Wimbach;438;e;6,84;e;64;e
;071315001085;Winnerath;196;e;3,33;e;59;e
;071315001086;Wirft;155;e;3,25;e;48;e
;071315001501;Dümpelfeld;607;e;11,86;e;51;e
;071315002002;Ahrbrück;1099;e;12,60;e;87;e
;071315002003;Altenahr;1508;e;14,83;e;102;e
;071315002011;Berg (Landkreis Ahrweiler);1304;e;18,95;e;69;e
;071315002017;Dernau;1333;e;5,71;e;233;e
;071315002027;Heckenbach;237;e;27,34;e;9;e
;071315002029;Hönningen;1031;e;10,02;e;103;e
;071315002036;Kalenborn (Landkreis Ahrweiler);711;e;4,32;e;165;e
;071315002039;Kesseling;590;e;31,13;e;19;e
;071315002040;Kirchsahr;353;e;6,10;e;58;e
;071315002047;Lind (Landkreis Ahrweiler);576;e;12,37;e;47;e
;071315002049;Mayschoß;802;e;5,63;e;142;e
;071315002068;Rech;540;e;4,72;e;114;e
;071315003006;Bad Breisig, Stadt;9617;e;19,93;e;483;e
;071315003014;Brohl-Lützing;2533;e;9,22;e;275;e
;071315003025;Gönnersdorf (Landkreis Ahrweiler);658;e;5,04;e;131;e
;071315003081;Waldorf;899;e;7,62;e;118;e
;071315004016;Dedenbach;495;e;7,65;e;65;e
;071315004041;Königsfeld (Landkreis Ahrweiler);692;e;7,20;e;96;e
;071315004054;Niederdürenbach;968;e;6,82;e;142;e
;071315004055;Niederzissen;2725;e;11,95;e;228;e
;071315004059;Oberdürenbach;667;e;6,94;e;96;e
;071315004060;Oberzissen;1103;e;2,73;e;404;e
;071315004073;Schalkenbach;835;e;10,26;e;81;e
;071315004201;Brenk;180;e;3,09;e;58;e
;071315004202;Burgbrohl;3237;e;10,63;e;305;e
;071315004204;Galenberg;222;e;2,28;e;97;e
;071315004205;Glees;577;e;11,45;e;50;e
;071315004206;Hohenleimbach;356;e;10,17;e;35;e
;071315004208;Spessart;829;e;8,72;e;95;e
;071315004209;Wassenach;1245;e;6,17;e;202;e
;071315004210;Wehr;1158;e;9,94;e;116;e
;071315004211;Weibern;1536;e;10,56;e;145;e
;071315004502;Kempenich;1870;e;11,92;e;157;e
;071325003018;Daaden, Stadt;4371;e;19,58;e;223;e
;071325003019;Derschen;984;e;7,10;e;139;e
;071325003026;Emmerzhausen;648;e;7,07;e;92;e
;071325003036;Friedewald (Landkreis Altenkirchen (Westerwald));1109;e;7,10;e;156;e
;071325003050;Herdorf, Stadt;6570;e;17,99;e;365;e
;071325003068;Mauden;117;e;1,74;e;67;e
;071325003075;Niederdreisbach;883;e;4,17;e;212;e
;071325003079;Nisterberg;357;e;4,54;e;79;e
;071325003101;Schutzbach;379;e;1,26;e;301;e
;071325003113;Weitefeld;2353;e;8,49;e;277;e
;071325006007;Birkenbeul;436;e;4,76;e;92;e
;071325006010;Bitzen;772;e;2,30;e;336;e
;071325006013;Breitscheidt;1023;e;3,66;e;280;e
;071325006014;Bruchertseifen;769;e;2,89;e;266;e
;071325006028;Etzbach;1346;e;3,04;e;443;e
;071325006034;Forst (Landkreis Altenkirchen (Westerwald));625;e;4,24;e;147;e
;071325006038;Fürthen;1199;e;2,19;e;547;e
;071325006044;Hamm (Sieg);3687;e;3,66;e;1007;e
;071325006077;Niederirsen;84;e;2,84;e;30;e
;071325006091;Pracht;1496;e;5,50;e;272;e
;071325006096;Roth (Landkreis Altenkirchen (Westerwald));1504;e;3,78;e;398;e
;071325006102;Seelbach bei Hamm (Sieg);140;e;3,41;e;41;e
;071325007012;Brachbach;2355;e;6,36;e;370;e
;071325007037;Friesenhagen;1599;e;51,36;e;31;e
;071325007045;Harbach;542;e;5,64;e;96;e
;071325007063;Kirchen (Sieg), Stadt;8265;e;39,76;e;208;e
;071325007072;Mudersbach;5953;e;9,48;e;628;e
;071325007076;Niederfischbach;4128;e;14,47;e;285;e
;071325008008;Birken-Honigsessen;2514;e;18,14;e;139;e
;071325008011;Mittelhof;991;e;11,13;e;89;e
;071325008054;Hövels;528;e;7,88;e;67;e
;071325008080;Katzwinkel (Sieg);1738;e;15,80;e;110;e
;071325008105;Selbach (Sieg);783;e;3,66;e;214;e
;071325008117;Wissen, Stadt;8457;e;34,88;e;242;e
;071325009002;Alsdorf;1500;e;5,92;e;253;e
;071325009006;Betzdorf, Stadt;10142;e;9,56;e;1061;e
;071325009020;Dickendorf;340;e;1,45;e;234;e
;071325009024;Elben;328;e;2,38;e;138;e
;071325009025;Elkenroth;1853;e;8,15;e;227;e
;071325009030;Fensdorf;373;e;2,17;e;172;e
;071325009039;Gebhardshain;1862;e;5,95;e;313;e
;071325009042;Grünebach;501;e;2,52;e;199;e
;071325009059;Kausen;774;e;3,62;e;214;e
;071325009066;Malberg;1023;e;4,31;e;237;e
;071325009071;Molzhain;553;e;2,90;e;191;e
;071325009073;Nauroth;1211;e;6,87;e;176;e
;071325009095;Rosenheim (Landkreis Altenkirchen);747;e;4,09;e;183;e
;071325009098;Scheuerfeld;2094;e;2,66;e;787;e
;071325009107;Steinebach/ Sieg;1313;e;4,54;e;289;e
;071325009108;Steineroth;551;e;2,53;e;218;e
;071325009111;Wallmenroth;1198;e;3,86;e;310;e
;071325010001;Almersbach;412;e;0,61;e;675;e
;071325010004;Bachenberg;99;e;1,67;e;59;e
;071325010005;Berzhausen;206;e;2,37;e;87;e
;071325010009;Birnbach;633;e;3,11;e;204;e
;071325010015;Bürdenbach;573;e;2,84;e;202;e
;071325010016;Burglahr;505;e;2,89;e;175;e
;071325010017;Busenhausen;358;e;3,02;e;119;e
;071325010022;Eichelhardt;505;e;2,84;e;178;e
;071325010023;Eichen;539;e;4,27;e;126;e
;071325010027;Ersfeld;75;e;1,40;e;54;e
;071325010029;Eulenberg;46;e;1,17;e;39;e
;071325010031;Fiersbach;285;e;3,03;e;94;e
;071325010032;Flammersfeld;1422;e;4,06;e;350;e
;071325010033;Fluterschen;663;e;3,37;e;197;e
;071325010035;Forstmehren;151;e;1,61;e;94;e
;071325010040;Gieleroth;680;e;5,92;e;115;e
;071325010041;Giershausen;99;e;2,11;e;47;e
;071325010043;Güllesheim;759;e;2,20;e;345;e
;071325010046;Hasselbach;341;e;5,76;e;59;e
;071325010047;Helmenzen;915;e;4,15;e;220;e
;071325010048;Helmeroth;218;e;3,57;e;61;e
;071325010049;Hemmelzen;293;e;2,83;e;104;e
;071325010051;Heupelzen;248;e;2,58;e;96;e
;071325010052;Hilgenroth;305;e;2,97;e;103;e
;071325010053;Hirz-Maulsbach;333;e;6,15;e;54;e
;071325010055;Horhausen (Westerwald);2094;e;4,72;e;444;e
;071325010056;Idelberg;67;e;1,13;e;59;e
;071325010057;Ingelbach;494;e;5,08;e;97;e
;071325010058;Isert;113;e;1,84;e;61;e
;071325010060;Kescheid;132;e;4,83;e;27;e
;071325010061;Kettenhausen;315;e;1,68;e;188;e
;071325010062;Kircheib;545;e;6,55;e;83;e
;071325010064;Kraam;166;e;2,73;e;61;e
;071325010065;Krunkel;614;e;2,81;e;219;e
;071325010067;Mammelzen;1041;e;4,11;e;253;e
;071325010069;Mehren;458;e;3,66;e;125;e
;071325010070;Michelbach (Westerwald);544;e;4,43;e;123;e
;071325010078;Niedersteinebach;204;e;0,79;e;258;e
;071325010081;Obererbach (Westerwald);555;e;3,63;e;153;e
;071325010082;Oberirsen;623;e;9,44;e;66;e
;071325010083;Oberlahr;782;e;2,83;e;276;e
;071325010085;Obersteinebach;245;e;3,33;e;74;e
;071325010086;Oberwambach;397;e;3,99;e;99;e
;071325010087;Ölsen;76;e;2,26;e;34;e
;071325010088;Orfgen;233;e;3,74;e;62;e
;071325010089;Peterslahr;331;e;2,32;e;143;e
;071325010090;Pleckhausen;823;e;1,99;e;414;e
;071325010092;Racksen;142;e;1,98;e;72;e
;071325010093;Reiferscheid;443;e;2,13;e;208;e
;071325010094;Rettersen;358;e;3,21;e;112;e
;071325010097;Rott;377;e;9,80;e;38;e
;071325010099;Schöneberg;426;e;3,20;e;133;e
;071325010100;Schürdt;284;e;2,01;e;141;e
;071325010103;Seelbach (Westerwald);291;e;2,99;e;97;e
;071325010104;Seifen;116;e;2,94;e;39;e
;071325010106;Sörth;266;e;1,99;e;134;e
;071325010109;Stürzelbach;233;e;1,77;e;132;e
;071325010110;Volkerzen;82;e;1,99;e;41;e
;071325010112;Walterschen;166;e;2,12;e;78;e
;071325010114;Werkhausen;221;e;5,77;e;38;e
;071325010115;Weyerbusch;1411;e;4,22;e;334;e
;071325010116;Willroth;974;e;1,96;e;497;e
;071325010118;Wölmersen;390;e;2,63;e;148;e
;071325010119;Ziegenhain;181;e;0,71;e;255;e
;071325010201;Berod bei Hachenburg;589;e;5,06;e;116;e
;071325010501;Altenkirchen (Westerwald), Stadt;6525;e;10,98;e;594;e
;071325010502;Neitersen;1101;e;7,14;e;154;e
;071330006006;Bad Kreuznach, Stadt;53062;e;55,56;e;955;e
;071335001003;Altenbamberg;812;e;7,54;e;108;e
;071335001012;Biebelsheim;685;e;3,10;e;221;e
;071335001030;Feilbingert;1587;e;10,04;e;158;e
;071335001031;Frei-Laubersheim;1064;e;9,88;e;108;e
;071335001032;Fürfeld;1665;e;12,48;e;133;e
;071335001037;Hackenheim;2159;e;4,31;e;501;e
;071335001039;Hallgarten;783;e;2,54;e;308;e
;071335001045;Hochstätten;637;e;5,49;e;116;e
;071335001069;Neu-Bamberg;960;e;4,56;e;211;e
;071335001078;Pfaffen-Schwabenheim;1581;e;5,18;e;305;e
;071335001080;Pleitersheim;345;e;2,32;e;149;e
;071335001104;Tiefenthal (Landkreis Bad Kreuznach);135;e;1,35;e;100;e
;071335001106;Volxheim;1219;e;4,91;e;248;e
;071335006002;Allenfeld;200;e;2,98;e;67;e
;071335006004;Argenschwang;344;e;4,25;e;81;e
;071335006013;Bockenau;1224;e;9,66;e;127;e
;071335006014;Boos (Landkreis Bad Kreuznach);360;e;1,11;e;324;e
;071335006015;Braunweiler;654;e;4,76;e;137;e
;071335006019;Burgsponheim;229;e;1,10;e;208;e
;071335006021;Dalberg;234;e;2,30;e;102;e
;071335006027;Duchroth;560;e;9,68;e;58;e
;071335006033;Gebroth;146;e;2,38;e;61;e
;071335006036;Gutenberg;1035;e;4,18;e;248;e
;071335006040;Hargesheim;2965;e;2,58;e;1149;e
;071335006044;Hergenfeld;509;e;5,89;e;86;e
;071335006048;Hüffelsheim;1262;e;6,55;e;193;e
;071335006061;Mandel;930;e;6,33;e;147;e
;071335006068;Münchwald;283;e;1,46;e;194;e
;071335006070;Niederhausen;587;e;5,33;e;110;e
;071335006071;Norheim;1576;e;3,15;e;500;e
;071335006074;Oberhausen an der Nahe;383;e;3,31;e;116;e
;071335006075;Oberstreit;294;e;1,01;e;291;e
;071335006086;Roxheim;2756;e;5,93;e;465;e
;071335006088;Sankt Katharinen;402;e;1,70;e;236;e
;071335006089;Schloßböckelheim;389;e;4,76;e;82;e
;071335006098;Sommerloch;408;e;2,52;e;162;e
;071335006099;Spabrücken;1213;e;16,61;e;73;e
;071335006100;Spall;187;e;14,15;e;13;e
;071335006101;Sponheim;756;e;14,35;e;53;e
;071335006105;Traisen;600;e;2,88;e;208;e
;071335006107;Waldböckelheim;2227;e;18,58;e;120;e
;071335006109;Wallhausen (Landkreis Bad Kreuznach);1622;e;10,30;e;157;e
;071335006112;Weinsheim (Landkreis Bad Kreuznach);1794;e;9,29;e;193;e
;071335006115;Winterbach (Landkreis Bad Kreuznach);503;e;14,74;e;34;e
;071335006117;Rüdesheim;2691;e;3,49;e;771;e
;071335009008;Bärenbach;488;e;5,60;e;87;e
;071335009010;Becherbach bei Kirn;439;e;8,41;e;52;e
;071335009016;Brauweiler;66;e;3,16;e;21;e
;071335009038;Hahnenbach;576;e;2,79;e;206;e
;071335009041;Heimweiler;403;e;9,07;e;44;e
;071335009042;Heinzenberg;20;e;1,95;e;10;e
;071335009043;Hennweiler;1227;e;14,10;e;87;e
;071335009046;Hochstetten-Dhaun;1650;e;12,58;e;131;e
;071335009047;Horbach;46;e;1,92;e;24;e
;071335009052;Kirn, Stadt;8408;e;16,53;e;509;e
;071335009059;Limbach;293;e;9,18;e;32;e
;071335009063;Meckenbach;372;e;6,97;e;53;e
;071335009073;Oberhausen bei Kirn;890;e;4,58;e;194;e
;071335009077;Otzweiler;194;e;3,11;e;62;e
;071335009096;Simmertal;1906;e;8,08;e;236;e
;071335009113;Weitersborn;202;e;3,12;e;65;e
;071335009201;Bruschied;357;e;2,68;e;133;e
;071335009202;Kellenbach;246;e;8,31;e;30;e
;071335009203;Königsau;69;e;2,03;e;34;e
;071335009204;Schneppenbach;230;e;3,30;e;70;e
;071335009205;Schwarzerden;246;e;6,97;e;35;e
;071335010001;Abtweiler;188;e;5,76;e;33;e
;071335010005;Auen;191;e;2,71;e;70;e
;071335010009;Bärweiler;227;e;6,11;e;37;e
;071335010011;Becherbach;854;e;10,84;e;79;e
;071335010017;Breitenheim;396;e;5,69;e;70;e
;071335010020;Callbach;339;e;5,38;e;63;e
;071335010022;Daubach;234;e;2,91;e;80;e
;071335010024;Desloch;318;e;6,35;e;50;e
;071335010049;Hundsbach;362;e;7,48;e;48;e
;071335010050;Ippenschied;156;e;2,62;e;60;e
;071335010051;Jeckenbach;213;e;6,28;e;34;e
;071335010053;Kirschroth;294;e;7,64;e;38;e
;071335010055;Langenthal;85;e;2,71;e;31;e
;071335010057;Lauschied;558;e;4,78;e;117;e
;071335010058;Lettweiler;205;e;6,29;e;33;e
;071335010060;Löllbach;195;e;4,94;e;39;e
;071335010062;Martinstein;261;e;0,39;e;669;e
;071335010064;Meddersheim;1331;e;13,15;e;101;e
;071335010065;Meisenheim, Stadt;2861;e;10,33;e;277;e
;071335010066;Merxheim;1434;e;17,05;e;84;e
;071335010067;Monzingen;1568;e;12,18;e;129;e
;071335010072;Nußbaum;460;e;5,86;e;78;e
;071335010076;Odernheim am Glan;1767;e;13,26;e;133;e
;071335010081;Raumbach;411;e;4,41;e;93;e
;071335010082;Rehbach;47;e;2,21;e;21;e
;071335010083;Rehborn;685;e;10,13;e;68;e
;071335010084;Reiffelbach;224;e;4,47;e;50;e
;071335010090;Schmittweiler;189;e;5,48;e;34;e
;071335010092;Schweinschied;151;e;6,35;e;24;e
;071335010094;Seesbach;505;e;6,06;e;83;e
;071335010102;Staudernheim;1439;e;11,47;e;125;e
;071335010111;Weiler bei Monzingen;458;e;5,87;e;78;e
;071335010116;Winterburg;208;e;2,56;e;81;e
;071335010501;Bad Sobernheim, Stadt;6510;e;54,18;e;120;e
;071335011018;Bretzenheim;2790;e;5,81;e;480;e
;071335011023;Daxweiler;757;e;16,65;e;45;e
;071335011025;Dörrebach;722;e;13,14;e;55;e
;071335011026;Dorsheim;748;e;2,22;e;337;e
;071335011028;Eckenroth;226;e;1,08;e;209;e
;071335011035;Guldental;2492;e;12,99;e;192;e
;071335011054;Langenlonsheim;4186;e;11,91;e;351;e
;071335011056;Laubenheim;852;e;3,34;e;255;e
;071335011085;Roth;283;e;0,82;e;345;e
;071335011087;Rümmelsheim;1423;e;3,08;e;462;e
;071335011091;Schöneberg;623;e;7,13;e;87;e
;071335011093;Schweppenhausen;931;e;3,05;e;305;e
;071335011095;Seibersbach;1316;e;14,63;e;90;e
;071335011103;Stromberg, Stadt;3478;e;9,01;e;386;e
;071335011108;Waldlaubersheim;825;e;8,05;e;102;e
;071335011110;Warmsroth;537;e;5,90;e;91;e
;071335011114;Windesheim;1814;e;10,17;e;178;e
;071340045045;Idar-Oberstein, Stadt;29753;e;91,58;e;325;e
;071345001005;Baumholder, Stadt;4128;e;69,19;e;60;e
;071345001007;Berglangenbach;459;e;5,72;e;80;e
;071345001008;Berschweiler bei Baumholder;538;e;6,66;e;81;e
;071345001021;Eckersweiler;170;e;3,69;e;46;e
;071345001026;Fohren-Linden;331;e;6,60;e;50;e
;071345001027;Frauenberg;376;e;3,85;e;98;e
;071345001033;Hahnweiler;179;e;2,28;e;79;e
;071345001036;Heimbach;1038;e;6,78;e;153;e
;071345001051;Leitzweiler;103;e;3,02;e;34;e
;071345001054;Mettweiler;242;e;5,50;e;44;e
;071345001068;Reichenbach (Landkreis Birkenfeld);524;e;11,12;e;47;e
;071345001073;Rohrbach (Landkreis Birkenfeld);172;e;2,45;e;70;e
;071345001074;Rückweiler;377;e;2,74;e;138;e
;071345001075;Ruschberg;751;e;7,45;e;101;e
;071345002001;Abentheuer;444;e;6,12;e;73;e
;071345002002;Achtelsbach;395;e;9,70;e;41;e
;071345002010;Birkenfeld, Stadt;6985;e;13,64;e;512;e
;071345002011;Börfink;162;e;8,21;e;20;e
;071345002015;Brücken;1272;e;13,66;e;93;e
;071345002016;Buhlenberg;481;e;8,47;e;57;e
;071345002018;Dambach;156;e;2,99;e;52;e
;071345002020;Dienstweiler;334;e;6,71;e;50;e
;071345002022;Elchweiler;102;e;2,15;e;47;e
;071345002023;Ellenberg (Landkreis Birkenfeld);92;e;2,02;e;46;e
;071345002024;Ellweiler;337;e;7,45;e;45;e
;071345002029;Gimbweiler;388;e;5,53;e;70;e
;071345002031;Gollenberg (Landkreis Birkenfeld);122;e;3,25;e;38;e
;071345002034;Hattgenstein;258;e;8,23;e;31;e
;071345002042;Hoppstädten-Weiersbach;3186;e;17,94;e;178;e
;071345002048;Kronweiler;311;e;3,50;e;89;e
;071345002050;Leisel;533;e;8,82;e;60;e
;071345002053;Meckenbach (Landkreis Birkenfeld);109;e;3,79;e;29;e
;071345002057;Niederbrombach;513;e;7,28;e;70;e
;071345002058;Niederhambach;322;e;9,77;e;33;e
;071345002061;Nohen;344;e;7,51;e;46;e
;071345002062;Oberbrombach;398;e;6,57;e;61;e
;071345002063;Oberhambach;261;e;5,10;e;51;e
;071345002070;Rimsberg;119;e;3,20;e;37;e
;071345002071;Rinzenberg;309;e;11,36;e;27;e
;071345002072;Rötsweiler-Nockenthal;468;e;3,19;e;147;e
;071345002078;Schmißberg;207;e;1,68;e;123;e
;071345002080;Schwollen;435;e;8,82;e;49;e
;071345002084;Siesbach;368;e;7,44;e;49;e
;071345002085;Sonnenberg-Winnenberg;424;e;2,87;e;148;e
;071345002094;Wilzenberg-Hußweiler;293;e;6,46;e;45;e
;071345005003;Allenbach;632;e;27,70;e;23;e
;071345005004;Asbach;139;e;3,47;e;40;e
;071345005006;Bergen;489;e;10,42;e;47;e
;071345005009;Berschweiler bei Kirn;280;e;7,55;e;37;e
;071345005012;Bollenbach;134;e;3,77;e;36;e
;071345005013;Breitenthal;341;e;3,68;e;93;e
;071345005014;Bruchweiler;528;e;8,13;e;65;e
;071345005017;Bundenbach;848;e;7,70;e;110;e
;071345005019;Dickesbach;426;e;4,93;e;86;e
;071345005025;Fischbach;864;e;4,01;e;215;e
;071345005028;Gerach;235;e;2,29;e;103;e
;071345005030;Gösenroth;242;e;4,49;e;54;e
;071345005032;Griebelschied;184;e;4,19;e;44;e
;071345005035;Hausen;185;e;4,99;e;37;e
;071345005037;Hellertshausen;193;e;7,46;e;26;e
;071345005038;Herborn;508;e;2,46;e;207;e
;071345005039;Herrstein;825;e;4,81;e;172;e
;071345005040;Hettenrodt;670;e;5,31;e;126;e
;071345005041;Hintertiefenbach;327;e;4,69;e;70;e
;071345005043;Horbruch;359;e;5,19;e;69;e
;071345005044;Hottenbach;564;e;11,21;e;50;e
;071345005046;Kempfeld;770;e;9,72;e;79;e
;071345005047;Kirschweiler;1062;e;4,89;e;217;e
;071345005049;Krummenau;158;e;4,32;e;37;e
;071345005052;Mackenrodt;366;e;4,88;e;75;e
;071345005055;Mittelreidenbach;775;e;5,06;e;153;e
;071345005056;Mörschied;764;e;10,70;e;71;e
;071345005059;Niederhosenbach;306;e;7,43;e;41;e
;071345005060;Niederwörresbach;855;e;9,34;e;92;e
;071345005064;Oberhosenbach;132;e;4,14;e;32;e
;071345005065;Oberkirn;308;e;5,45;e;57;e
;071345005066;Oberreidenbach;612;e;10,92;e;56;e
;071345005067;Oberwörresbach;110;e;1,40;e;79;e
;071345005069;Rhaunen;2288;e;10,75;e;213;e
;071345005076;Schauren;497;e;7,13;e;70;e
;071345005077;Schmidthachenbach;379;e;10,05;e;38;e
;071345005079;Schwerbach;53;e;2,55;e;21;e
;071345005081;Sensweiler;418;e;8,47;e;49;e
;071345005082;Sien;540;e;8,48;e;64;e
;071345005083;Sienhachenbach;178;e;7,58;e;23;e
;071345005086;Sonnschied;100;e;3,85;e;26;e
;071345005087;Stipshausen;833;e;11,05;e;75;e
;071345005088;Sulzbach;290;e;6,68;e;43;e
;071345005089;Veitsrodt;710;e;7,95;e;89;e
;071345005090;Vollmersbach;452;e;2,44;e;185;e
;071345005091;Weiden;84;e;2,60;e;32;e
;071345005092;Weitersbach;88;e;7,77;e;11;e
;071345005093;Wickenrodt;158;e;5,27;e;30;e
;071345005095;Wirschweiler;285;e;10,20;e;28;e
;071345005502;Langweiler;249;e;5,25;e;47;e
;071355001007;Beilstein;150;e;1,69;e;89;e
;071355001012;Bremm;715;e;9,14;e;78;e
;071355001015;Briedern;366;e;3,56;e;103;e
;071355001017;Bruttig-Fankel;1134;e;14,37;e;79;e
;071355001020;Cochem, Stadt;5003;e;21,18;e;236;e
;071355001021;Dohr;610;e;5,03;e;121;e
;071355001024;Ediger-Eller;903;e;19,18;e;47;e
;071355001025;Ellenz-Poltersdorf;812;e;7,42;e;109;e
;071355001027;Ernst;549;e;4,19;e;131;e
;071355001029;Faid;1043;e;8,21;e;127;e
;071355001036;Greimersburg;701;e;10,16;e;69;e
;071355001049;Klotten;1227;e;16,04;e;76;e
;071355001053;Lieg;374;e;9,69;e;39;e
;071355001056;Lütz;296;e;5,48;e;54;e
;071355001060;Mesenich;296;e;2,98;e;99;e
;071355001065;Moselkern;566;e;4,72;e;120;e
;071355001066;Müden (Mosel);643;e;7,49;e;86;e
;071355001069;Nehren (Landkreis Cochem-Zell);113;e;0,76;e;149;e
;071355001072;Pommern;421;e;5,64;e;75;e
;071355001079;Senheim;569;e;12,51;e;45;e
;071355001082;Treis-Karden;2123;e;31,37;e;68;e
;071355001086;Valwig;444;e;5,70;e;78;e
;071355001090;Wirfus;226;e;4,65;e;49;e
;071355002009;Binningen;712;e;6,66;e;107;e
;071355002011;Brachtendorf;248;e;2,45;e;101;e
;071355002014;Brieden;143;e;4,39;e;33;e
;071355002016;Brohl;337;e;5,89;e;57;e
;071355002022;Dünfus;273;e;3,25;e;84;e
;071355002023;Düngenheim;1302;e;9,31;e;140;e
;071355002026;Eppenberg;243;e;4,12;e;59;e
;071355002028;Eulgem;192;e;3,01;e;64;e
;071355002031;Forst (Eifel);390;e;3,93;e;99;e
;071355002033;Gamlen;508;e;5,59;e;91;e
;071355002038;Hambuch;721;e;4,81;e;150;e
;071355002040;Hauroth;331;e;3,94;e;84;e
;071355002042;Illerich;811;e;7,75;e;105;e
;071355002043;Kaifenheim;806;e;6,17;e;131;e
;071355002044;Kail;298;e;6,16;e;48;e
;071355002045;Kaisersesch, Stadt;3197;e;8,18;e;391;e
;071355002046;Kalenborn (Landkreis Cochem-Zell);244;e;5,30;e;46;e
;071355002051;Landkern;957;e;10,61;e;90;e
;071355002052;Laubach (Landkreis Cochem-Zell);648;e;3,58;e;181;e
;071355002058;Masburg;1055;e;9,13;e;116;e
;071355002062;Möntenich;115;e;4,08;e;28;e
;071355002067;Müllenbach (Landkreis Cochem-Zell);653;e;4,27;e;153;e
;071355002075;Roes;490;e;6,74;e;73;e
;071355002084;Urmersbach;461;e;4,34;e;106;e
